ROLE NOUN	TOTAL	2000	2001	2002	2003	2004	2005	2006	2007	2008
bus driver	38	2	1	2	0	3	2	0	1	0
bus driver	11	1	0	0	0	0	0	2	0	0
bus driver	12	4	0	0	0	0	0	0	2	0
bus driver	61	0	0	1	1	1	0	0	3	1
bus driver	265	12	6	8	11	2	8	7	12	7
bus driver	37	2	1	1	4	4	2	4	3	0
bus driver	1758	53	48	72	96	61	91	74	61	58
bus driver	216	2	7	13	6	8	6	9	7	4
bus driver	217	13	7	8	9	9	7	14	6	6
bus driver	432	30	16	17	16	19	17	19	22	20
bus driver	14	0	0	3	0	1	0	1	0	0
bus driver	524	14	15	4	15	22	18	19	16	24
bus driver	13	0	3	0	0	0	1	0	0	1
driver	1294	31	35	31	50	57	36	38	59	29
driver	150	3	2	5	7	5	5	9	9	1
driver	485	10	7	13	29	22	15	26	30	26
driver	3784	118	152	211	267	316	217	245	230	177
driver	4768	66	87	89	108	126	140	122	138	648
driver	1870	32	53	62	54	73	64	50	105	167
driver	554	10	18	8	17	18	23	35	29	43
driver	65087	1733	1960	2260	3088	2955	2727	2572	2841	2945
driver	61677	2157	2339	2430	3164	2998	2940	2406	2979	2880
driver	10850	297	374	485	574	581	524	494	496	526
driver	167	2	10	10	14	11	5	3	8	2
driver	320436	11644	14155	17200	23139	19235	18290	15416	17916	12764
driver	23651	688	786	1036	1043	920	1276	1094	1070	997
driver	1314	55	59	65	71	41	63	39	61	40
driver	28	0	0	0	0	0	2	0	4	0
driver	62	2	2	2	10	0	1	0	3	2
driver	29989	717	829	902	1168	1060	1073	1024	1119	1110
driver	18	0	0	1	6	0	0	0	0	0
driver	14	0	0	0	0	0	0	1	1	0
driver	814	41	36	24	34	19	31	33	51	56
driver	354	9	9	10	13	10	11	6	23	22
driver	18	0	0	0	0	1	4	0	0	0
lorry driver	11	0	0	0	1	3	0	0	0	0
lorry driver	36	2	0	0	1	0	1	0	0	0
lorry driver	29	3	0	0	0	0	0	0	0	2
lorry driver	60	1	3	1	1	2	2	0	0	0
lorry driver	172	6	0	3	5	7	2	2	5	12
lorry driver	48	1	0	0	0	3	5	2	0	1
lorry driver	13	0	0	0	0	0	0	0	1	0
racing car driver	27	1	1	0	2	0	0	4	0	0
taxi driver	121	3	1	3	2	3	5	1	1	6
taxi driver	247	6	10	7	5	6	13	17	9	10
taxi driver	74	1	1	5	7	10	5	6	2	4
taxi driver	1241	39	44	36	62	62	60	49	54	40
taxi driver	202	8	4	12	7	13	13	10	10	10
taxi driver	205	11	5	8	12	6	12	12	14	14
taxi driver	828	53	21	65	43	46	48	53	48	48
taxi driver	59	7	2	7	10	1	0	0	7	5
taxi driver	451	20	12	24	27	31	16	23	17	16
taxi driver	14	0	0	0	1	0	0	0	0	0
taxi driver	20	1	1	0	3	0	0	0	3	1
taxi driver	14	0	0	0	1	5	1	1	1	0
bus driver	89	4	1	5	2	1	4	0	4	0
bus driver	19	0	0	0	0	0	1	0	0	0
bus driver	37	2	2	0	1	1	1	0	5	0
bus driver	77	0	1	1	3	1	4	4	1	3
bus driver	91	0	0	1	2	8	0	7	6	9
bus driver	401	10	5	9	23	14	43	16	9	8
bus driver	262	4	7	11	13	11	9	7	7	5
bus driver	7164	217	231	242	271	286	255	258	248	224
bus driver	192	6	5	8	4	5	8	2	6	14
bus driver	857	49	21	26	31	40	32	51	26	21
bus driver	57	0	1	1	8	1	2	3	1	2
bus driver	3067	87	109	92	160	140	152	170	138	127
bus driver	662	19	20	17	19	28	24	31	27	41
bus driver	3963	108	126	132	171	110	143	147	161	94
bus driver	24	2	0	0	0	0	3	1	6	4
bus driver	22	1	0	1	3	0	1	0	1	0
driver	574	9	13	17	13	17	14	8	15	28
driver	16	7	0	1	1	2	1	0	2	0
driver	1552	31	35	57	69	52	48	36	63	41
driver	2530	69	97	96	111	102	97	114	92	107
driver	20	2	2	0	0	2	4	0	2	0
driver	11	0	0	0	1	0	0	0	0	0
driver	60715	1861	1957	2269	2907	2556	2444	2494	2949	2737
driver	12874	381	591	532	807	680	655	592	683	722
driver	32981	1293	1516	1748	2459	1996	2199	1734	2110	1569
driver	1998	64	110	92	100	134	151	114	119	125
driver	27555	1072	1345	1635	2321	2040	2304	2143	2348	1639
driver	92950	3462	4164	4462	5337	5700	6364	5095	5731	4687
driver	14199	502	621	528	785	763	809	655	688	590
driver	12	0	0	1	2	0	1	0	0	0
driver	78388	2376	2650	2922	3489	3445	3978	3051	3625	3154
driver	20	2	7	0	4	0	0	0	4	0
driver	117	5	3	6	9	6	3	9	3	2
lorry driver	42	0	2	1	1	0	1	5	0	0
lorry driver	11	0	0	0	0	1	0	0	0	0
lorry driver	14	0	0	0	3	1	0	0	0	0
lorry driver	262	6	10	9	11	17	9	7	9	5
lorry driver	22	1	1	0	1	0	0	2	1	0
lorry driver	12	1	0	1	0	0	0	0	0	0
lorry driver	65	0	3	0	5	3	4	5	2	0
lorry driver	20	0	0	1	0	0	2	0	0	0
lorry driver	1006	27	41	28	16	30	29	28	30	13
lorry driver	10	1	0	0	0	0	0	0	1	0
lorry driver	159	3	7	15	7	7	3	7	4	1
lorry driver	256	13	13	7	10	7	18	5	6	1
lorry driver	36	1	8	3	0	3	2	1	0	2
lorry driver	717	22	28	18	29	22	39	21	19	17
racing car driver	55	0	4	4	2	0	3	0	1	1
racing car driver	26	1	3	1	3	1	1	0	3	1
racing car driver	24	0	6	0	0	0	0	0	0	0
taxi driver	10	0	1	0	0	0	2	0	0	0
taxi driver	27	2	3	1	0	0	0	8	5	0
taxi driver	18	0	0	2	0	2	1	2	0	4
taxi driver	25	0	1	0	4	4	1	2	1	1
taxi driver	38	1	0	0	2	5	1	2	0	0
taxi driver	514	9	14	22	18	22	15	27	18	17
taxi driver	514	18	20	24	21	42	36	30	18	20
taxi driver	7828	235	256	322	354	409	332	353	337	207
taxi driver	194	8	2	14	13	7	9	15	7	4
taxi driver	1451	63	58	72	69	65	104	73	80	45
taxi driver	107	5	3	9	2	5	0	5	1	3
taxi driver	7542	280	296	367	315	324	384	382	379	250
taxi driver	596	17	31	31	25	33	38	23	25	17
taxi driver	5705	212	264	331	273	315	372	356	329	315
taxi driver	14	0	1	0	0	2	3	0	0	1
taxi driver	15	0	0	0	2	1	2	1	0	1
taxi driver	15	0	0	0	0	1	3	6	0	0
driver	12	0	0	0	0	0	12	0	0	0
drug addict	22	1	0	4	0	0	1	0	0	0
drummer	181	2	0	2	6	4	8	2	5	5
drummer	42	2	0	0	1	2	0	0	0	2
drummer	70	0	0	2	1	0	4	2	0	3
drummer	159	2	7	3	6	6	3	16	7	10
drummer	1520	40	21	39	42	30	33	37	30	62
drummer	301	0	4	5	9	14	9	14	7	12
drummer	38	4	1	0	0	0	0	0	1	0
drummer	6741	186	182	208	292	314	245	278	251	300
drummer	10286	199	199	211	245	334	210	292	301	769
drummer	745	23	16	27	44	28	28	22	29	28
drummer	12	1	0	1	0	1	0	2	1	1
drummer	50608	2820	2154	2539	2972	3472	3160	2366	2007	2109
drummer	1988	173	36	55	123	188	40	69	87	309
drummer	83	2	2	1	1	5	2	1	1	5
drummer	2416	97	72	104	87	126	89	74	76	105
drummer	77	4	3	7	3	7	1	2	6	2
drummer	33	0	1	0	0	0	1	1	0	0
drummer	84	0	0	1	0	0	0	1	0	3
drummer	293	7	3	11	4	12	4	8	3	10
drummer	611	12	11	12	28	29	21	27	32	44
drummer	14436	392	344	351	421	448	498	466	402	568
drummer	1287	30	35	45	43	39	72	43	33	30
drummer	1477	53	40	80	58	62	59	72	57	58
drummer	48	0	3	2	4	2	1	4	1	2
drummer	1316	42	52	51	57	71	58	45	39	41
drummer	6848	258	206	239	415	339	289	302	318	335
drummer	723	42	19	23	32	33	25	22	26	31
drummer	7612	204	269	285	291	282	264	303	309	275
drummer	21	0	1	1	1	0	0	0	1	0
economist	203	2	6	7	7	5	2	9	7	11
economist	56	2	0	2	3	5	0	1	1	3
economist	146	7	5	4	9	3	13	14	9	17
economist	364	10	6	10	13	17	3	23	12	6
economist	6737	76	111	87	70	114	132	78	110	89
economist	243	4	4	8	10	2	11	6	9	6
economist	15	1	0	0	1	1	0	0	0	0
economist	23586	442	411	436	467	488	517	462	593	433
economist	10425	378	285	337	365	360	342	421	390	359
economist	1024	27	32	35	25	23	16	31	31	18
economist	11	0	0	1	0	0	0	0	3	0
economist	128105	4902	5094	5410	5865	5887	5341	6009	5703	5064
economist	1468	43	49	43	53	52	51	64	51	47
economist	84	2	3	2	0	5	4	5	3	0
economist	3507	77	70	104	86	97	103	114	130	74
economist	229	3	7	8	19	4	16	9	9	7
economist	12	1	0	0	0	0	0	0	0	0
economist	36	0	0	1	0	0	0	1	0	0
economist	29	1	0	0	0	1	1	3	1	2
economist	219	2	4	1	4	12	1	5	12	1
economist	2046	48	40	37	52	58	45	42	46	35
economist	5333	118	113	197	158	135	140	140	179	146
economist	16	0	2	1	0	0	1	0	2	0
economist	29	0	3	1	0	3	1	0	0	0
economist	110503	2889	2830	3086	3515	3148	3108	3100	3025	2467
economist	10262	266	271	354	386	294	293	314	293	279
economist	16899	459	517	492	599	474	480	514	478	386
economist	920	22	45	21	23	40	26	25	22	15
economist	14685	482	504	521	569	513	520	532	553	468
economist	357029	11607	13243	12282	12870	13648	12512	13658	13497	12354
economist	13843	367	392	486	415	409	343	385	335	306
economist	31	0	0	1	0	1	0	0	1	1
economist	207942	5590	5983	6025	6360	5749	5618	5825	5550	4647
economist	101	1	1	0	3	1	0	0	0	2
editor	93	3	1	0	6	0	0	3	2	0
editor	110	2	2	6	5	8	6	6	3	7
editor	70	4	0	1	2	2	2	0	0	2
editor	75	2	1	4	3	4	2	2	0	2
editor	1578	17	21	19	24	23	24	13	12	12
editor	1398	23	20	13	21	30	32	17	28	20
editor	494	16	5	9	9	11	15	8	8	11
editor	2318	59	54	70	73	75	51	91	80	72
editor	338819	9516	9552	11429	16729	11405	13472	12106	9505	8675
editor	29099	422	416	389	409	448	458	528	544	683
editor	51	1	1	3	3	0	0	1	0	2
editor	147698	3968	4266	4495	4822	5042	5102	5007	4818	4005
editor	308599	7716	7171	9044	11267	8790	8180	8740	7713	6361
editor	18025	396	459	509	877	557	552	522	484	479
editor	124	2	4	1	4	6	1	2	4	3
editor	252444	9052	9870	11307	13649	12793	12539	12681	11338	9069
editor	31092	360	395	396	695	603	374	532	519	712
editor	967	17	11	28	37	17	15	21	27	31
editor	60	4	3	1	0	0	3	2	3	2
editor	92662	2129	2079	2264	2425	2368	2443	2321	2398	2101
editor	792	16	27	24	14	9	22	22	19	10
editor	3023	17	41	28	22	30	41	65	65	87
editor	1669	16	29	19	18	18	17	73	67	27
editor	266	1	9	1	0	1	0	2	1	2
editor	11	0	0	0	0	0	0	0	0	0
editor	28	1	3	4	3	2	1	0	2	1
editor	69	2	9	1	8	7	10	3	1	2
editor	16	0	1	0	0	0	0	1	0	0
editor	14	1	2	0	1	0	0	0	5	1
editor	2877	14	24	49	41	33	32	26	53	48
editor	228531	10097	10648	10744	10479	11207	14394	10617	10685	7623
editor	3785	77	63	53	98	123	101	100	113	118
editor	23	0	2	1	0	0	3	0	1	2
editor	12	0	0	0	1	1	1	2	0	0
editor	227621	8413	7858	9893	9942	10574	11032	9416	9008	7270
editor	206457	7439	7418	8277	7430	8138	5966	6211	7222	3598
editor	22271	709	658	737	1189	996	876	848	868	658
editor	1380	31	39	57	93	76	44	34	58	35
editor	31753	955	965	1181	1466	1519	1270	1271	1157	790
editor	129803	4439	3729	4388	5827	5366	4678	4743	4550	4244
editor	9424	246	259	270	347	334	323	261	312	297
editor	17	0	0	0	1	0	0	0	0	1
editor	23	0	0	0	0	0	0	1	1	0
editor	96915	2927	2611	2834	3504	3591	3210	3113	3094	2932
editor	133	1	1	7	0	2	1	3	2	4
child educator	10	0	0	0	0	1	1	0	3	0
child educator	33	0	3	2	2	0	0	1	1	0
child educator	20	1	0	0	0	1	0	0	1	0
child educator	31	1	2	0	0	2	0	3	0	0
electrician	10	0	0	0	0	1	0	0	0	0
electrician	83	2	0	0	1	3	4	3	1	5
electrician	1867	24	35	16	34	34	24	35	34	18
electrician	55	1	0	3	0	1	1	1	2	2
electrician	8699	203	196	215	329	315	255	348	274	264
electrician	1321	24	36	51	62	69	30	49	21	40
electrician	448	6	13	13	15	41	13	10	9	20
electrician	4700	146	167	182	198	235	201	217	218	161
electrician	204	8	3	6	6	7	8	5	7	5
electrician	15	0	0	1	1	1	0	0	1	0
electrician	1247	27	16	15	23	44	35	20	33	35
electrician	21	4	0	0	0	0	0	0	0	5
electrician	20	1	3	0	1	0	0	0	0	1
electrician	38	0	0	0	1	0	0	0	1	0
electrician	382	0	1	0	10	8	5	6	11	7
electrician	1013	14	18	16	25	33	21	17	21	36
electrician	584	15	11	22	25	22	24	12	25	15
electrician	26948	670	676	768	899	858	819	834	770	744
electrician	1546	22	28	49	56	88	28	25	47	44
electrician	979	33	28	33	34	29	36	35	45	29
electrician	17	0	0	2	0	0	0	0	0	0
electrician	1290	25	24	34	38	30	47	33	28	41
electrician	6580	220	177	233	403	316	194	210	217	268
electrician	685	25	22	27	27	42	22	18	24	20
electrician	7183	146	138	175	246	149	140	167	198	278
embezzler	16	1	0	0	0	0	3	2	0	1
embezzler	72	3	1	6	2	1	1	1	1	0
embezzler	775	15	15	18	29	24	35	19	22	40
embezzler	96	2	7	2	4	2	8	5	1	2
embezzler	66	2	7	3	1	1	2	3	0	0
embezzler	199	9	4	3	7	8	9	9	5	5
embezzler	67	0	13	3	3	2	0	2	2	1
embezzler	74	0	12	0	0	1	0	0	0	2
embezzler	119	2	2	0	3	3	7	4	0	4
embezzler	246	2	6	5	5	13	3	7	6	9
embezzler	2066	37	46	67	41	50	45	56	56	54
embezzler	100	1	0	1	3	2	1	5	2	5
embezzler	212	11	4	10	0	8	7	6	9	5
embezzler	28	1	1	0	0	1	5	1	0	0
embezzler	861	59	18	29	22	24	27	27	19	62
embezzler	107	6	2	2	0	1	2	3	3	6
embezzler	997	23	14	28	16	27	35	25	18	42
engineer	21	0	1	0	0	1	1	0	0	0
engineer	367	5	2	6	7	48	8	2	5	11
engineer	130	1	1	4	5	1	1	1	0	1
engineer	202	5	6	5	4	3	2	3	4	16
engineer	1231	24	24	39	22	28	34	55	34	41
engineer	21147	191	223	293	206	206	226	1015	300	405
engineer	1700	18	12	56	32	37	32	40	62	71
engineer	206	2	8	10	10	14	9	11	10	10
engineer	88018	1724	1865	2037	2263	2378	1990	2106	2208	2419
engineer	42846	840	917	956	1159	1310	1084	1054	1240	1289
engineer	11622	277	284	433	483	307	305	325	358	417
engineer	158	0	8	8	15	16	7	11	8	6
engineer	237479	5985	6799	7370	7808	8391	7670	8394	7747	7724
engineer	6215	186	112	122	118	119	144	109	159	253
engineer	521	20	3	16	5	12	5	7	14	26
engineer	28	5	2	0	0	0	1	0	0	3
engineer	23306	496	430	573	610	597	569	489	587	737
engineer	91	0	0	3	6	5	1	2	4	5
engineer	752	4	5	37	8	8	5	7	15	28
engineer	591	7	4	5	19	17	8	2	6	12
engineer	22	1	0	0	0	1	1	0	7	1
sound engineer	76	2	0	1	2	2	1	2	3	1
sound engineer	382	21	25	26	48	27	28	13	11	20
sound engineer	38	2	0	6	3	1	0	2	2	1
sound engineer	22	2	1	3	0	2	1	0	1	2
sound engineer	66	0	2	3	7	6	1	3	7	2
structural engineer	17	1	1	4	0	1	0	0	0	0
structural engineer	314	5	8	6	20	5	5	6	4	2
structural engineer	10	1	0	0	0	0	0	0	0	0
structural engineer	1002	35	34	46	51	36	36	43	34	29
structural engineer	120	2	1	3	1	1	5	7	1	3
structural engineer	56	4	0	1	2	4	3	11	1	1
structural engineer	82	1	3	3	4	8	2	1	2	3
structural engineer	169	12	8	1	7	8	3	10	9	7
structural engineer	11	0	5	3	0	1	1	0	0	0
traffic engineer	30	0	0	0	0	0	4	0	0	1
traffic engineer	132	8	3	2	0	1	1	2	1	3
traffic engineer	10	0	6	0	0	0	0	0	0	0
traffic engineer	10	0	0	0	0	0	0	0	0	0
traffic engineer	60	0	0	5	0	0	0	0	0	0
engineer	29	1	1	0	0	0	0	1	0	0
engineer	36	0	3	0	3	0	0	0	4	0
engineer	25	2	6	1	0	1	1	1	2	0
engineer	10	0	0	0	0	0	0	0	1	0
engineer	17	0	0	0	5	1	1	0	0	1
engineer	1668	14	28	25	24	43	17	20	27	24
engineer	13	0	0	2	0	0	0	0	0	0
engineer	10	0	0	1	0	0	0	0	0	0
engineer	10133	129	148	170	206	168	170	185	204	220
engineer	15197	317	328	401	487	486	453	470	544	463
engineer	35	2	0	0	0	3	0	0	2	0
engineer	68	4	2	2	0	5	1	0	0	1
engineer	427082	10890	11352	11796	13367	13368	12033	13298	12700	11461
engineer	28628	626	592	770	752	708	664	758	764	720
engineer	41144	1093	1104	1153	1420	1312	1257	1152	1217	1194
engineer	1994	77	74	59	95	88	75	67	69	54
engineer	37587	918	941	1023	1124	1165	1033	1126	1089	1020
engineer	209762	7279	6886	7620	8377	8819	7933	7734	8225	6992
engineer	20616	593	473	559	569	647	598	582	564	566
engineer	44	0	0	0	1	0	0	0	1	1
engineer	258384	5817	5104	5588	6041	6256	5798	5884	6246	7505
engineer	13	0	0	0	0	1	1	1	0	0
engineer	209	7	4	4	2	2	2	4	4	5
sound engineer	43	1	0	1	3	2	4	1	1	2
sound engineer	15	0	0	0	1	0	1	0	0	1
sound engineer	765	37	26	43	46	67	49	36	46	27
sound engineer	64	3	2	7	5	6	3	6	6	3
sound engineer	273	6	8	14	10	24	12	5	23	7
sound engineer	19	0	1	2	2	3	1	2	1	0
sound engineer	332	13	16	12	28	14	9	9	20	6
sound engineer	231	6	12	10	24	16	13	9	16	16
sound engineer	15	5	2	0	0	2	0	0	0	0
structural engineer	16	0	2	0	7	0	0	0	0	0
structural engineer	337	6	10	13	7	3	6	9	2	5
structural engineer	103	3	9	5	2	4	2	4	7	4
structural engineer	1741	58	95	89	120	60	65	82	69	60
structural engineer	349	8	8	4	46	12	4	5	3	4
structural engineer	345	13	15	10	15	12	14	10	18	9
structural engineer	30	1	3	4	0	1	1	3	1	2
structural engineer	38	3	0	1	1	5	2	0	3	0
structural engineer	1753	66	114	75	95	88	69	87	77	62
structural engineer	264	15	17	9	10	10	10	25	9	6
structural engineer	2421	104	92	104	117	96	76	114	83	51
structural engineer	21	4	2	5	3	0	1	0	1	0
structural engineer	79	2	8	0	0	0	1	0	0	2
traffic engineer	11	0	0	2	0	0	0	0	0	1
traffic engineer	19	0	0	5	3	0	0	0	1	1
traffic engineer	893	29	23	38	29	30	25	28	13	30
traffic engineer	17	2	1	0	2	0	0	0	0	1
traffic engineer	162	2	4	0	6	10	5	1	1	4
traffic engineer	11	0	1	0	0	0	0	0	2	0
traffic engineer	1509	53	73	57	71	114	53	67	34	80
traffic engineer	106	1	0	3	0	5	2	2	1	5
traffic engineer	993	23	33	25	23	40	33	21	15	29
traffic engineer	13	1	0	1	1	1	3	0	1	1
entertainer	12	0	2	0	0	0	1	1	0	1
entertainer	55	3	2	1	1	3	3	5	0	2
entertainer	820	13	22	10	23	19	12	20	25	29
entertainer	70	3	0	0	7	1	1	5	3	7
entertainer	8457	265	220	256	312	313	336	373	344	320
entertainer	1184	19	27	55	43	48	45	41	46	37
entertainer	343	14	13	12	13	10	10	11	14	27
entertainer	4449	212	186	211	247	256	272	251	260	206
entertainer	163	8	1	3	1	8	5	4	13	14
entertainer	26	0	0	0	1	0	0	0	0	0
entertainer	2641	78	67	68	74	99	71	75	84	101
entertainer	96	2	1	1	3	0	4	1	2	1
entertainer	661	30	28	23	27	33	24	23	17	15
entertainer	2447	98	70	110	106	126	132	123	117	68
entertainer	25153	828	913	985	1190	1263	1179	1205	1115	910
entertainer	1322	35	55	57	63	58	75	60	64	43
entertainer	2594	73	92	81	136	168	130	122	93	79
entertainer	60	2	8	2	1	4	2	8	1	0
entertainer	1260	54	48	40	82	81	43	43	48	49
entertainer	4881	171	196	200	254	256	245	275	211	214
entertainer	808	23	28	24	37	34	25	21	32	20
entertainer	14402	446	426	536	548	681	661	578	569	498
entertainer	21	2	0	1	1	0	1	2	3	1
environmentalist	19	3	1	0	0	1	0	0	2	1
environmentalist	287	16	5	17	4	10	9	8	8	14
environmentalist	362	22	11	21	29	15	23	26	19	10
environmentalist	129	13	5	5	5	12	3	6	1	3
environmentalist	4221	163	252	257	304	207	237	248	220	160
environmentalist	752	35	35	51	46	38	44	39	55	30
environmentalist	345	20	17	23	26	14	13	17	18	15
environmentalist	34426	1787	1510	1844	1811	1572	1637	1485	1278	1059
environmentalist	318	19	29	20	20	15	18	13	15	16
environmentalist	21	1	0	0	5	1	1	2	2	0
environmentalist	1614	78	64	76	102	79	100	65	65	57
environmentalist	22	1	1	1	1	0	2	1	0	2
environmentalist	13	0	0	0	2	2	0	1	0	1
environmentalist	49	0	3	1	3	4	0	4	5	0
environmentalist	526	32	24	24	46	20	36	15	15	15
environmentalist	1577	60	79	84	98	85	96	67	60	51
environmentalist	10	0	0	1	0	0	1	0	0	0
environmentalist	28653	1617	1492	1717	1736	1745	1684	1467	1336	1037
environmentalist	2073	85	122	103	136	125	103	95	86	80
environmentalist	4554	225	213	248	227	258	239	194	226	173
environmentalist	284	15	14	11	12	13	6	7	20	5
environmentalist	1354	72	68	56	105	77	83	94	54	49
environmentalist	50006	2667	2859	2712	2831	2519	2428	2100	2258	1754
environmentalist	2934	168	153	156	183	141	129	107	118	113
environmentalist	28562	1450	1469	1534	1597	1324	1418	1181	1238	1011
environmentalist	42	3	2	2	1	3	0	0	2	0
executive	241	16	9	17	26	3	6	21	12	17
executive	17	1	1	2	1	0	0	0	0	0
executive	204	2	5	4	5	7	6	3	5	6
executive	258	4	1	5	5	7	4	2	2	8
executive	152	14	4	6	2	7	3	4	2	3
executive	33311	905	946	1057	1122	1306	1103	1193	1161	1235
executive	3540	72	44	56	73	74	54	61	79	103
executive	3472	40	43	48	40	42	54	59	76	115
executive	15	0	0	0	0	0	0	0	0	0
executive	109247	1894	2082	2294	2458	2697	2576	2693	2685	3226
executive	9723	241	286	309	392	329	349	305	353	284
executive	4139	88	92	116	120	128	126	110	126	120
executive	31	1	1	0	0	0	0	1	0	2
executive	1051344	26625	28567	30889	35340	36517	35391	37616	36750	33573
executive	4871	128	141	125	175	198	194	178	174	124
executive	556	4	11	11	12	7	11	13	21	6
executive	16	1	0	0	2	1	1	0	2	0
executive	23958	375	420	492	506	513	558	502	574	706
executive	78	4	3	0	6	4	1	2	1	1
executive	466	2	10	6	13	9	8	10	14	10
executive	14	1	0	2	1	1	1	2	1	0
executive	230	9	0	1	6	12	6	11	11	5
executive	934	21	21	29	37	30	23	23	32	23
executive	3098	51	75	82	92	93	89	84	101	68
executive	75202	2020	2179	2551	2965	3192	2918	3037	3209	2509
executive	7946	224	210	255	313	294	355	349	304	278
executive	21647	640	756	884	950	1058	887	997	1080	760
executive	1939	49	60	67	114	100	96	106	97	89
executive	7339	216	228	282	297	331	278	297	334	230
executive	96842	3084	3319	4212	4931	5309	4467	4966	4993	3793
executive	9647	219	247	332	418	465	348	434	433	380
executive	13	0	0	0	0	0	0	0	0	0
executive	89798	2057	2146	2877	3144	3371	3054	3295	3583	2546
executive	21	1	3	4	0	0	3	0	0	0
executive	153	1	8	1	1	6	6	0	2	2
executor	113	2	0	0	0	0	6	1	1	7
executor	306	3	4	3	1	7	6	4	4	17
executor	91	0	1	0	0	2	0	1	0	1
executor	189	3	1	1	0	7	2	1	4	10
executor	2993	16	37	38	22	20	21	17	39	41
executor	2949	26	52	31	29	49	57	35	59	110
executor	11	0	0	0	0	0	0	0	0	0
executor	22820	219	260	250	303	409	331	405	452	678
executor	5529	65	104	63	87	169	83	102	115	186
executor	3882	27	29	20	27	52	47	65	56	121
executor	9781	169	187	173	229	338	225	236	285	453
executor	4082	44	21	38	16	203	30	32	57	71
executor	502	3	2	5	2	11	2	12	5	11
executor	28462	250	344	269	446	710	449	444	593	911
executor	56	0	0	0	0	0	1	0	1	0
executor	2474	23	37	18	58	49	46	38	39	58
executor	200	2	4	3	1	3	7	3	7	10
executor	4415	23	19	25	26	41	53	31	27	70
executor	1852	16	9	16	17	82	16	25	24	47
executor	26220	275	248	281	273	383	269	277	287	754
executor	3140	17	27	31	29	38	48	54	46	53
executor	4566	36	40	39	26	64	77	42	59	127
executor	148	1	0	1	3	7	2	5	1	6
executor	4384	35	36	40	34	67	68	30	40	159
executor	8168	82	67	69	92	116	109	144	134	210
executor	1891	10	17	22	19	15	34	33	36	66
executor	24745	196	185	228	248	287	246	284	338	649
executor	575	8	6	3	14	5	8	7	6	6
explorer	227	2	11	19	13	9	1	7	6	7
explorer	56	6	2	4	0	7	0	1	4	1
explorer	251	6	5	2	12	5	11	12	2	7
explorer	6608	90	92	70	78	60	84	84	106	263
explorer	75	3	1	4	0	4	0	3	2	1
explorer	18	0	0	8	0	1	0	0	1	1
explorer	31424	794	715	767	770	772	692	654	824	1266
explorer	6990	185	213	271	244	229	200	226	226	398
explorer	1121	38	53	55	37	57	44	56	49	45
explorer	55909	2532	2639	2637	2973	2687	2689	2698	2821	2119
explorer	2188	132	172	114	150	112	120	83	115	79
explorer	207	8	13	10	13	10	5	3	13	8
explorer	2925	64	57	82	101	114	89	89	105	65
explorer	82	3	9	2	1	2	3	1	4	0
explorer	21	0	0	1	0	0	0	0	3	3
explorer	64	1	1	0	2	1	0	3	1	1
explorer	18	1	0	1	2	3	1	0	6	0
explorer	10	0	0	0	0	1	0	0	0	0
explorer	182	4	8	6	4	2	6	3	5	4
explorer	892	15	13	16	25	23	16	17	24	26
explorer	3867	102	105	126	169	170	176	131	196	174
explorer	41483	985	1021	1186	1235	1387	1159	1190	1381	1264
explorer	2988	68	81	92	142	121	107	92	105	100
explorer	6576	218	176	201	201	256	198	244	254	302
explorer	178	2	2	4	14	2	7	6	2	1
explorer	5137	153	205	213	258	208	167	226	208	172
explorer	22599	701	687	808	792	865	866	905	879	716
explorer	1650	63	49	40	57	54	47	44	43	55
explorer	28198	616	650	614	833	803	772	853	965	920
explorer	54	0	1	2	0	1	0	1	3	3
factory manager	10	0	0	0	0	0	0	0	3	0
fan	10	0	0	0	0	1	0	1	0	1
fan	14	1	1	0	0	0	0	1	0	0
fan	14	2	0	2	1	0	0	1	1	0
fan	22	0	1	2	0	5	0	0	1	0
fan	1078	13	17	23	24	21	37	20	246	30
fan	185	6	2	12	10	7	7	5	4	9
fan	385	7	6	22	9	15	12	15	4	16
fan	1920	84	69	80	128	106	85	91	61	69
fan	3204	150	89	127	147	93	89	62	111	107
fan	1549	71	67	77	115	88	84	102	92	50
fan	138	1	2	1	4	7	0	2	18	16
fan	33693	1219	1166	1176	1530	1235	1074	1338	1307	1296
fan	212552	4489	4205	5396	5966	5690	5649	5282	6442	6885
fan	9070	229	282	290	386	420	305	328	385	416
fan	73	0	2	1	2	5	1	0	1	3
fan	519347	18961	17363	23389	23656	26527	24041	25045	24870	17779
fan	18847	387	373	419	586	652	520	592	1184	1296
fan	1583	33	31	24	31	56	35	46	85	87
fan	25	3	0	1	1	1	2	0	0	0
fan	22318	546	814	784	733	668	650	473	633	808
fan	394	12	13	19	13	22	12	17	28	44
fan	142	3	3	6	5	4	2	1	3	2
fan	1258	29	29	41	34	26	49	35	27	21
fan	69	4	1	4	2	4	5	5	4	1
fan	125	1	6	5	17	14	3	3	6	1
fan	36	0	1	3	9	2	0	1	4	1
fan	12	0	0	0	8	2	0	0	0	1
fan	24	0	1	0	13	2	1	0	2	1
fan	561	15	8	9	23	18	20	17	18	20
fan	10	0	0	0	0	2	1	0	0	0
fan	3256	67	82	203	109	161	166	101	83	95
fan	3374	137	119	187	192	230	275	263	265	193
fan	37	1	0	0	0	4	3	0	1	1
